seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_877885	2554	No terminal repeats	2	11	0.9991	0.0009	2	2.9699	MOBP1	NA
k121_184375	11164	No terminal repeats	9	11	0.9991	0.0009	4	5.8383	MOBP1	NA
k121_1169565	3787	No terminal repeats	5	11	0.9990	0.0009	2	4.6878	MOBQ	NA
k121_605332	2250	No terminal repeats	4	11	0.9990	0.0009	1	1.7183	MOBC	NA
k121_921537	9682	No terminal repeats	11	11	0.9990	0.0009	2	3.1517	MOBQ	NA
k121_618904	4596	No terminal repeats	7	11	0.9990	0.0010	3	4.5830	MOBQ	NA
k121_1425473	11759	No terminal repeats	11	11	0.9990	0.0010	2	4.8803	MOBQ	NA
k121_288549	1485	No terminal repeats	3	11	0.9990	0.0010	1	1.7183	NA	NA
k121_167447	8590	No terminal repeats	13	11	0.9990	0.0010	4	6.4116	MOBP1;T_virB6;T_virB5	NA
k121_38623	27062	No terminal repeats	32	11	0.9990	0.0010	12	17.7005	F_traG;F_traH;F_traF;virb4;F_traV;F_traB;F_traK;F_traE;F_traL	NA
k121_1342759	1439	No terminal repeats	2	11	0.9990	0.0010	1	2.6481	NA	NA
k121_989971	3147	No terminal repeats	3	11	0.9990	0.0010	3	3.6849	T_virB5;virb4;T_virB3	NA
k121_277101	9591	No terminal repeats	14	11	0.9989	0.0010	2	2.5044	MOBQ	NA
k121_1278610	7589	No terminal repeats	10	11	0.9989	0.0010	2	1.6485	MOBP1	NA
k121_753602	1418	No terminal repeats	2	11	0.9989	0.0010	2	3.2077	MOBQ	NA
k121_1367681	2133	No terminal repeats	3	11	0.9989	0.0010	1	2.9695	MOBQ	NA
k121_1144808	2263	No terminal repeats	4	11	0.9989	0.0010	2	3.2077	MOBQ	NA
k121_795754	4200	No terminal repeats	5	11	0.9988	0.0010	1	2.3707	MOBQ	NA
k121_1060398	1176	No terminal repeats	2	11	0.9988	0.0010	2	2.7104	F_traK;F_traB	NA
k121_659559	2095	DTR	4	11	0.9986	0.0011	1	2.1806	NA	NA
k121_1572245	4374	No terminal repeats	5	11	0.9985	0.0011	3	3.8669	F_traF;F_traH	NA
k121_423398	24754	No terminal repeats	28	11	0.9983	0.0011	5	7.9250	F_trbC;F_trbC;F_traU;F_traW;MOBH	NA
k121_289555	1162	No terminal repeats	2	11	0.9983	0.0011	2	2.4690	T_virB10;T_virB5	NA
k121_1528691	1469	No terminal repeats	4	11	0.9982	0.0012	1	2.8401	NA	NA
k121_1064223	4766	No terminal repeats	6	11	0.9981	0.0012	5	6.1830	T_virB8;T_virB9;T_virB10;T_virB5	NA
k121_77685	1339	No terminal repeats	2	11	0.9980	0.0012	1	1.7183	NA	NA
k121_1110917	1170	No terminal repeats	2	11	0.9979	0.0012	2	2.6158	t4cp1	NA
k121_787560	2207	No terminal repeats	4	11	0.9978	0.0013	2	2.6480	T_virB5;T_virB6	NA
k121_130645	1581	No terminal repeats	3	11	0.9978	0.0013	1	1.5314	NA	NA
k121_855967	2311	No terminal repeats	4	11	0.9977	0.0013	3	3.9706	F_traU;F_traW	NA
k121_440258	4811	No terminal repeats	6	11	0.9977	0.0014	1	2.7889	NA	NA
k121_360781	1258	No terminal repeats	2	11	0.9974	0.0014	2	2.4965	T_virB10;T_virB5	NA
k121_344386	1057	No terminal repeats	2	11	0.9972	0.0015	1	1.7183	MOBC	NA
k121_253240	4037	No terminal repeats	3	11	0.9970	0.0015	2	2.4728	F_traU	NA
k121_523316	1212	No terminal repeats	3	11	0.9956	0.0016	1	2.2711	NA	NA
k121_1484014	3403	No terminal repeats	3	11	0.9954	0.0017	1	3.0939	NA	NA
k121_212977	3023	No terminal repeats	4	11	0.9949	0.0018	1	1.7036	F_traV	NA
k121_1338471	1163	No terminal repeats	3	11	0.9942	0.0019	1	2.7387	NA	NA
k121_1358475	1584	No terminal repeats	3	11	0.9909	0.0021	2	3.2077	MOBQ	NA
k121_847716	1007	No terminal repeats	2	11	0.9902	0.0022	1	2.2753	NA	NA
k121_1047415	1115	No terminal repeats	3	11	0.9888	0.0025	1	2.5686	NA	NA
k121_459320	1677	No terminal repeats	3	11	0.9850	0.0028	1	1.9079	NA	NA
k121_1052168	1113	No terminal repeats	2	11	0.9843	0.0031	2	2.5159	virb4	NA
k121_369529	3361	No terminal repeats	5	11	0.9841	0.0034	1	3.6680	NA	NA
k121_313780	4358	No terminal repeats	6	11	0.9809	0.0037	5	6.1830	T_virB8;T_virB9;T_virB10;T_virB5	NA
k121_1062792	1186	No terminal repeats	2	11	0.9755	0.0042	1	1.5489	NA	NA
k121_1092031	3214	No terminal repeats	4	11	0.9720	0.0047	1	1.9214	MOBV	NA
k121_132211	2705	No terminal repeats	6	11	0.9711	0.0052	1	2.2753	NA	NA
k121_300215	1223	No terminal repeats	3	11	0.9688	0.0057	1	2.2753	NA	NA
k121_758957	1188	No terminal repeats	2	11	0.9672	0.0062	1	1.5489	NA	NA
k121_73297	1948	No terminal repeats	2	11	0.9613	0.0069	2	2.4250	F_traF;F_traH	NA
k121_12060	2282	No terminal repeats	3	11	0.9581	0.0076	1	2.7289	NA	NA
k121_560157	2103	No terminal repeats	6	11	0.9536	0.0083	1	2.8455	NA	NA
k121_1177033	1266	No terminal repeats	3	11	0.9420	0.0092	1	2.2753	NA	NA
k121_483821	1306	No terminal repeats	3	11	0.9214	0.0105	2	2.6952	T_virB9	NA
k121_1473684	1105	No terminal repeats	3	11	0.9144	0.0118	1	2.2753	NA	NA
k121_1016603	1192	No terminal repeats	3	11	0.9100	0.0132	1	1.9399	NA	NA
k121_1257845	1735	No terminal repeats	3	11	0.9071	0.0146	1	1.5023	NA	NA
k121_552334	2807	No terminal repeats	3	11	0.8652	0.0166	1	2.2753	NA	NA
k121_862491	2398	No terminal repeats	5	11	0.8141	0.0194	1	2.1477	NA	NA
