seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_856077	7710	No terminal repeats	10	11	0.9987	0.0013	2	4.6257	F_traE;F_traL	NA
k121_1147140	11789	No terminal repeats	22	11	0.9987	0.0013	3	10.6875	MOBP1	NA
k121_1676251	11360	No terminal repeats	17	11	0.9987	0.0013	9	13.4416	MOBP1;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NA
k121_290170	1126	No terminal repeats	2	11	0.9985	0.0013	2	2.6480	T_virB5;T_virB6	NA
k121_670810	3254	No terminal repeats	4	11	0.9984	0.0014	3	3.5347	T_virB2;T_virB3;virb4	NA
k121_1315299	1003	No terminal repeats	3	11	0.9984	0.0014	2	2.6197	T_virB5	NA
k121_1569010	1097	No terminal repeats	3	11	0.9982	0.0015	2	2.2801	T_virB2;T_virB3	NA
k121_1694318	1298	No terminal repeats	2	11	0.9976	0.0016	1	2.3538	NA	NA
k121_1049988	1297	No terminal repeats	2	11	0.9976	0.0017	2	2.5601	T_virB6	NA
k121_158191	1153	No terminal repeats	4	11	0.9975	0.0018	1	3.4266	NA	NA
k121_337685	2433	No terminal repeats	4	11	0.9972	0.0019	3	3.3933	T_virB9;T_virB8;T_virB6	NA
k121_614602	2683	No terminal repeats	3	11	0.9967	0.0020	3	4.1436	F_traK;F_traB;F_traV	NA
k121_1003157	2308	No terminal repeats	4	11	0.9964	0.0021	1	1.7674	NA	NA
k121_481277	1531	No terminal repeats	1	11	0.9960	0.0022	1	1.5111	NA	NA
k121_527784	2588	No terminal repeats	3	11	0.9957	0.0024	3	4.1436	F_traK;F_traB;F_traV	NA
k121_80119	1101	No terminal repeats	2	11	0.9947	0.0026	2	2.7689	MOBH	NA
k121_246615	1650	No terminal repeats	2	11	0.9946	0.0027	1	1.9762	NA	NA
k121_1101333	2259	No terminal repeats	3	11	0.9931	0.0030	2	2.3303	F_traW;F_traU	NA
k121_232102	2189	No terminal repeats	2	11	0.9917	0.0032	2	2.4250	F_traF;F_traH	NA
k121_150471	1071	No terminal repeats	2	11	0.9911	0.0035	2	2.5601	T_virB6	NA
k121_67359	1694	No terminal repeats	3	11	0.9845	0.0041	2	2.7175	MOBH	NA
k121_179625	9949	No terminal repeats	13	11	0.9832	0.0047	2	3.8387	T_virB1;F_traG	NA
k121_258684	1932	No terminal repeats	3	11	0.9765	0.0055	1	1.7183	NA	NA
k121_869265	1035	No terminal repeats	2	11	0.9743	0.0063	2	2.7175	MOBH	NA
k121_594138	1295	No terminal repeats	2	11	0.9738	0.0071	1	1.7183	NA	NA
k121_629624	1953	No terminal repeats	3	4	0.9720	0.0079	1	2.7146	NA	NA
k121_1288455	1303	No terminal repeats	2	11	0.9715	0.0087	2	1.9813	T_virB9;T_virB8	NA
k121_1075446	12437	No terminal repeats	17	11	0.9532	0.0101	3	4.1074	MOBH;t4cp1	NA
k121_667309	1436	No terminal repeats	4	11	0.9497	0.0114	1	2.2753	NA	NA
k121_1323719	8326	No terminal repeats	11	11	0.9333	0.0133	5	5.2080	F_traU;F_traW;virb4	NA
k121_1147365	10819	No terminal repeats	14	11	0.9018	0.0160	7	9.2235	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB	NF033117
k121_855378	1737	No terminal repeats	5	11	0.8853	0.0191	1	3.1988	NA	NA
k121_1000291	1335	No terminal repeats	2	11	0.8712	0.0224	1	1.7183	NA	NA
k121_963645	2110	No terminal repeats	4	11	0.8521	0.0261	3	4.4613	F_traK;F_traE;F_traL	NA
k121_899119	2729	No terminal repeats	3	11	0.8278	0.0303	1	1.5489	NA	NA
k121_1214742	1290	No terminal repeats	2	11	0.8159	0.0346	2	2.4284	F_traH;F_traF	NA
