seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_193767	3631	No terminal repeats	5	11	0.9991	0.0009	2	8.3625	MOBQ	NA
k121_695545	2608	No terminal repeats	3	11	0.9991	0.0009	3	4.9556	MOBQ	NA
k121_225264	1981	No terminal repeats	2	11	0.9991	0.0009	2	3.2373	MOBQ	NA
k121_1019792	1761	No terminal repeats	2	11	0.9991	0.0009	1	3.3991	MOBQ	NA
k121_261402	2577	No terminal repeats	5	11	0.9991	0.0009	1	6.7106	NA	NA
k121_805000	1547	No terminal repeats	1	11	0.9991	0.0009	1	1.7183	NA	NA
k121_1433204	2858	DTR	3	11	0.9991	0.0009	1	2.2106	MOBV	NA
k121_128730	3344	No terminal repeats	4	11	0.9991	0.0009	2	2.9573	NA	NA
k121_1117025	2015	No terminal repeats	2	11	0.9991	0.0009	1	2.3471	NA	NA
k121_332611	6257	No terminal repeats	8	11	0.9991	0.0009	2	5.5870	NA	NA
k121_1100928	1509	No terminal repeats	2	11	0.9991	0.0009	2	3.2077	MOBQ	NA
k121_475306	2800	No terminal repeats	6	11	0.9991	0.0009	2	6.6443	MOBQ	NA
k121_670263	4521	DTR	6	11	0.9991	0.0009	2	6.1601	NA	NA
k121_10114	2027	No terminal repeats	2	11	0.9991	0.0009	2	3.2363	MOBP1	NA
k121_1159965	1841	No terminal repeats	2	11	0.9991	0.0009	1	3.1984	NA	NA
k121_577491	2542	No terminal repeats	5	11	0.9991	0.0009	2	4.9260	MOBQ	NA
k121_1066952	1521	No terminal repeats	2	11	0.9991	0.0009	2	2.9699	MOBP1	NA
k121_397863	5102	DTR	9	11	0.9991	0.0009	1	7.7034	NA	NA
k121_812860	1655	No terminal repeats	2	11	0.9991	0.0009	2	3.0347	MOBQ	NA
k121_1011090	1219	No terminal repeats	2	11	0.9991	0.0009	1	3.3991	MOBQ	NA
k121_293658	12107	No terminal repeats	12	11	0.9991	0.0009	5	9.5341	F_trbC;F_trbC;F_traF;F_traH;F_traG	NA
k121_1055141	6495	No terminal repeats	6	11	0.9990	0.0009	2	7.2911	NA	NA
k121_624820	3434	No terminal repeats	5	4	0.9990	0.0009	1	2.5324	NA	NA
k121_185094	2201	No terminal repeats	5	11	0.9990	0.0009	1	1.7183	NA	NA
k121_275822	1598	No terminal repeats	3	11	0.9990	0.0009	1	2.8010	NA	NA
k121_1433278	4713	DTR	8	11	0.9990	0.0009	1	2.4064	NA	NA
k121_1380147	2376	No terminal repeats	2	11	0.9990	0.0009	1	1.7183	NA	NA
k121_1254741	1666	No terminal repeats	1	11	0.9990	0.0009	1	1.7183	MOBC	NA
k121_668989	3293	No terminal repeats	6	11	0.9990	0.0009	2	4.0872	MOBQ	NA
k121_869060	9133	No terminal repeats	14	11	0.9990	0.0009	4	12.8390	T_virB5;T_virB10	NA
k121_51108	1534	No terminal repeats	3	11	0.9990	0.0009	3	4.9288	F_traL;F_traE	NA
k121_155460	4269	DTR	9	11	0.9990	0.0009	1	6.4809	NA	NA
k121_664155	1970	No terminal repeats	3	11	0.9990	0.0009	1	2.1688	NA	NA
k121_1265206	1427	No terminal repeats	4	11	0.9990	0.0009	2	4.9444	MOBQ	NA
k121_940278	3100	No terminal repeats	4	11	0.9990	0.0009	2	3.4103	MOBQ	NA
k121_802469	3875	No terminal repeats	8	11	0.9990	0.0009	2	4.9816	NA	NA
k121_474046	6500	No terminal repeats	8	11	0.9990	0.0009	1	2.5681	NA	NA
k121_781319	1112	No terminal repeats	2	11	0.9990	0.0009	1	2.8336	NA	NA
k121_1069655	1982	No terminal repeats	2	11	0.9990	0.0010	1	3.2077	MOBQ	NA
k121_736782	5125	DTR	7	11	0.9990	0.0010	1	2.8010	NA	NA
k121_193625	2244	No terminal repeats	4	11	0.9990	0.0010	1	3.2636	NA	NA
k121_777579	3971	No terminal repeats	4	11	0.9990	0.0010	2	3.2497	MOBC	NA
k121_1021868	1246	No terminal repeats	2	11	0.9990	0.0010	2	2.9699	MOBP1	NA
