seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1348459	8639	No terminal repeats	10	11	0.9988	0.0012	3	3.8352	MOBQ	NA
k121_1334627	2434	No terminal repeats	2	11	0.9988	0.0012	2	1.8586	NA	NA
k121_1962089	1834	No terminal repeats	2	11	0.9987	0.0013	1	2.7146	NA	NA
k121_1067668	12650	No terminal repeats	15	11	0.9986	0.0013	1	4.6411	NA	NF000496
k121_216624	7949	No terminal repeats	16	11	0.9986	0.0013	1	3.4768	NA	NA
k121_1334198	7692	No terminal repeats	8	11	0.9983	0.0014	1	2.6481	NA	NA
k121_545888	1065	No terminal repeats	1	11	0.9974	0.0016	1	1.7183	NA	NA
k121_2020737	1466	No terminal repeats	3	11	0.9823	0.0036	1	1.7183	NA	NA
k121_155601	1340	No terminal repeats	4	11	0.9810	0.0053	1	2.2753	NA	NA
k121_510937	4966	No terminal repeats	4	11	0.9573	0.0090	2	2.4917	F_traF;F_traG	NA
k121_1233040	6419	No terminal repeats	7	11	0.9509	0.0127	1	2.4777	F_traB	NA
k121_2719148	1135	No terminal repeats	2	11	0.9242	0.0179	1	1.7183	NA	NA
k121_2426985	1883	No terminal repeats	4	11	0.9182	0.0228	1	2.2753	NA	NA
k121_2694928	2923	No terminal repeats	5	11	0.9119	0.0275	1	1.7894	NA	NA
k121_464869	3800	No terminal repeats	10	11	0.9015	0.0322	1	1.7370	NA	NA
k121_173809	1048	No terminal repeats	4	11	0.8964	0.0367	1	2.2753	NA	NA
k121_280438	1549	No terminal repeats	4	11	0.8948	0.0407	1	2.2753	NA	NA
k121_913619	6168	No terminal repeats	6	11	0.8674	0.0458	1	2.9202	F_traG;T_virB1	NA
