seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_2139847	2780	DTR	4	11	0.9990	0.0010	1	2.4254	NA	NA
k121_215996	13071	No terminal repeats	16	11	0.9990	0.0010	5	9.4479	MOBP1;MOBP1	NA
k121_1500619	2101	No terminal repeats	3	11	0.9990	0.0010	3	3.8069	T_virB9;T_virB8;T_virB6	NA
k121_1636927	2822	DTR	5	11	0.9989	0.0010	1	2.1738	MOBC	NA
k121_2139257	6383	DTR	10	11	0.9989	0.0011	1	1.6629	NA	NA
k121_504303	1008	No terminal repeats	1	11	0.9989	0.0011	1	1.7183	T_virB2	NA
k121_2060362	1107	No terminal repeats	1	11	0.9989	0.0011	1	1.7183	NA	NA
k121_1545835	8595	No terminal repeats	13	11	0.9989	0.0011	1	2.9542	NA	NA
k121_1549555	4251	DTR	8	11	0.9988	0.0011	2	2.1169	MOBQ	NA
k121_1223168	1182	No terminal repeats	3	11	0.9988	0.0011	2	3.4366	T_virB3;T_virB2	NA
k121_1098826	6524	DTR	13	11	0.9988	0.0011	1	4.6670	NA	NA
k121_1546253	2387	No terminal repeats	3	11	0.9987	0.0011	1	2.8588	NA	NA
k121_1614367	5481	DTR	7	11	0.9987	0.0011	2	2.8640	MOBP1	NA
k121_844875	2755	No terminal repeats	4	11	0.9987	0.0012	2	4.0884	F_trbC;F_traF	NA
k121_1939250	1450	No terminal repeats	2	11	0.9986	0.0012	2	2.6906	virb4;T_virB3	NA
k121_736045	1526	No terminal repeats	4	11	0.9986	0.0012	1	2.4576	NA	NA
k121_411419	12338	No terminal repeats	14	11	0.9985	0.0012	1	1.8566	MOBP1	NA
k121_1383882	1904	No terminal repeats	2	11	0.9985	0.0012	1	1.6645	MOBP1	NA
k121_1891539	1068	No terminal repeats	2	11	0.9984	0.0012	2	2.6197	T_virB5	NA
k121_2106977	3543	No terminal repeats	3	11	0.9984	0.0013	2	2.9941	virb4;F_traV	NA
k121_32682	1102	No terminal repeats	3	11	0.9983	0.0013	1	1.7166	NA	NA
k121_1848186	1282	No terminal repeats	2	11	0.9982	0.0013	1	1.7023	NA	NA
k121_1692344	1819	DTR	1	11	0.9980	0.0013	1	1.7134	NA	NA
k121_2039671	1181	No terminal repeats	3	11	0.9980	0.0014	1	1.7023	NA	NA
k121_794185	1638	No terminal repeats	2	11	0.9979	0.0014	1	2.4211	NA	NA
k121_1316918	13442	No terminal repeats	15	11	0.9978	0.0014	4	3.7754	MOBH;T_virB11;virb4;T_virB6;T_virB9;T_virB10	NA
k121_550844	1356	No terminal repeats	4	11	0.9978	0.0014	3	4.2361	MOBQ	NA
k121_778438	1715	No terminal repeats	4	11	0.9978	0.0015	1	1.5477	T_virB5	NA
k121_149539	1269	No terminal repeats	2	11	0.9976	0.0015	2	2.7797	T_virB6;T_virB5	NA
k121_1415770	1659	No terminal repeats	3	11	0.9975	0.0015	2	2.5723	T_virB8;T_virB6	NA
k121_1747803	2706	No terminal repeats	5	11	0.9974	0.0016	1	2.0657	T_virB6	NA
k121_157607	3828	No terminal repeats	4	11	0.9971	0.0016	2	2.1353	C_alr7209;virb4	NA
k121_474585	1642	No terminal repeats	2	11	0.9969	0.0017	1	1.5314	NA	NA
k121_321812	1777	No terminal repeats	4	11	0.9968	0.0017	2	2.1795	T_virB9;T_virB8	NA
k121_1540079	1362	No terminal repeats	2	11	0.9964	0.0018	1	1.6645	MOBP1	NA
k121_1452950	7340	No terminal repeats	11	11	0.9964	0.0018	1	2.6919	MOBQ	NA
k121_1002665	1013	No terminal repeats	2	11	0.9958	0.0019	1	1.7183	NA	NA
k121_538001	4161	No terminal repeats	5	11	0.9957	0.0019	1	2.8218	NA	NA
k121_1697163	1207	No terminal repeats	1	11	0.9952	0.0020	1	1.5023	NA	NA
k121_2121572	17576	No terminal repeats	14	11	0.9946	0.0021	1	2.4735	NA	NA
k121_727661	10698	No terminal repeats	10	11	0.9945	0.0022	1	3.0396	NA	NA
k121_2032916	2410	No terminal repeats	2	11	0.9945	0.0023	2	2.3690	T_virB6;virb4	NA
