seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1174990	1428	No terminal repeats	2	11	0.9990	0.0010	1	3.4366	NA	NA
k121_2075443	2653	DTR	3	11	0.9989	0.0010	1	1.7183	NA	NA
k121_624882	2249	No terminal repeats	5	11	0.9989	0.0011	1	3.7071	NA	NA
k121_1039870	4478	ITR	4	11	0.9989	0.0011	2	2.9788	MOBQ;MOBQ	NA
k121_1470879	11768	DTR	15	11	0.9989	0.0011	3	6.0811	MOBP1	NA
k121_2075366	2780	DTR	6	11	0.9989	0.0011	1	2.4254	NA	NA
k121_1017469	1137	No terminal repeats	2	11	0.9989	0.0011	2	3.1823	MOBP1	NA
k121_845471	8274	No terminal repeats	7	11	0.9989	0.0011	2	3.3668	MOBP1	NA
k121_314139	1957	No terminal repeats	3	11	0.9989	0.0011	2	3.4086	MOBQ	NA
k121_609789	1910	No terminal repeats	5	11	0.9989	0.0011	2	3.5551	MOBQ;T_virB6	NA
k121_1252046	1104	No terminal repeats	2	11	0.9989	0.0011	2	3.3450	T_virB2;T_virB3	NA
k121_2075495	4251	DTR	7	11	0.9988	0.0011	2	2.1169	MOBQ	NA
k121_963801	1201	No terminal repeats	1	11	0.9988	0.0011	1	1.6920	MOBQ	NA
k121_166508	1536	No terminal repeats	1	11	0.9988	0.0011	1	1.5023	NA	NA
k121_2068707	1139	No terminal repeats	1	11	0.9988	0.0011	1	1.7183	B_traI	NA
k121_2075891	5481	DTR	7	11	0.9987	0.0011	2	2.8640	MOBP1	NA
k121_254853	1791	No terminal repeats	3	11	0.9987	0.0011	2	4.1373	F_traH;F_traF	NA
k121_1384260	2095	No terminal repeats	4	11	0.9987	0.0011	1	1.5453	NA	NA
k121_1640399	1941	No terminal repeats	4	11	0.9987	0.0012	1	3.2390	NA	NA
k121_227347	1027	No terminal repeats	2	11	0.9987	0.0012	1	1.7183	NA	NA
k121_691963	1094	No terminal repeats	3	11	0.9987	0.0012	2	3.1823	MOBP1	NA
k121_632573	6941	No terminal repeats	14	11	0.9987	0.0012	1	4.6670	NA	NA
k121_1931365	3883	No terminal repeats	6	11	0.9986	0.0012	4	5.0046	F_traU;F_traW	NA
k121_1060657	2151	No terminal repeats	4	11	0.9985	0.0012	1	2.6476	NA	NA
k121_1360054	1077	No terminal repeats	2	11	0.9983	0.0012	2	2.0145	T_virB9	NA
k121_65097	1113	No terminal repeats	3	11	0.9983	0.0012	3	4.2284	F_traK;F_traE;F_traL	NA
k121_1817709	3230	No terminal repeats	4	11	0.9982	0.0013	1	1.6645	MOBP1	NA
k121_20980	1097	No terminal repeats	2	11	0.9982	0.0013	2	2.7797	T_virB6;T_virB5	NA
