seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_342944	2241	No terminal repeats	3	11	0.9991	0.0009	1	3.4366	NA	NA
k121_710236	3521	DTR	5	11	0.9991	0.0009	1	2.8835	MOBV	NA
k121_680652	7293	No terminal repeats	6	11	0.9991	0.0009	1	5.0024	NA	NA
k121_285944	2763	No terminal repeats	5	11	0.9991	0.0009	1	6.8731	NA	NA
k121_316957	2221	No terminal repeats	2	11	0.9991	0.0009	2	3.2146	MOBP1	NA
k121_664675	1928	No terminal repeats	2	11	0.9991	0.0009	1	3.4366	NA	NA
k121_340385	1621	No terminal repeats	2	11	0.9991	0.0009	2	3.2146	MOBP1	NA
k121_255458	6080	No terminal repeats	6	11	0.9991	0.0009	2	4.9328	MOBP1	NA
k121_213474	2908	No terminal repeats	3	11	0.9990	0.0009	1	3.4366	NA	NA
k121_528774	7252	No terminal repeats	8	11	0.9990	0.0009	1	2.3914	NA	NA
k121_479754	1279	No terminal repeats	2	11	0.9990	0.0009	2	2.9290	MOBP1	NA
k121_379282	4395	No terminal repeats	7	11	0.9990	0.0009	1	2.8167	NA	NA
k121_325873	1275	No terminal repeats	1	11	0.9990	0.0009	1	1.7183	MOBP1	NA
k121_222222	2839	DTR	4	11	0.9990	0.0009	1	1.7283	MOBV	NA
k121_260889	2432	No terminal repeats	3	11	0.9990	0.0009	3	3.5641	T_virB10;T_virB9;T_virB8	NA
k121_302664	1410	No terminal repeats	2	11	0.9990	0.0009	1	2.7146	NA	NA
k121_675711	1770	No terminal repeats	3	11	0.9990	0.0009	3	3.4481	T_virB2;T_virB3;virb4	NA
k121_218828	1528	No terminal repeats	4	11	0.9990	0.0010	1	2.9780	T_virB11;T_virB6	NA
k121_503992	1130	No terminal repeats	3	11	0.9990	0.0010	2	4.4834	T_virB6	NA
k121_651429	4844	No terminal repeats	7	11	0.9989	0.0010	3	5.1664	virb4;T_virB3;T_virB2	NA
k121_432717	6652	No terminal repeats	7	11	0.9989	0.0010	2	2.8645	NA	NA
k121_285466	3498	No terminal repeats	5	11	0.9989	0.0010	4	5.0652	T_virB9;T_virB8;T_virB5;T_virB6	NA
k121_495796	2384	No terminal repeats	3	11	0.9989	0.0010	1	1.7145	NA	NA
k121_295338	1759	No terminal repeats	3	11	0.9989	0.0010	2	2.5626	T_virB9;T_virB8	NA
k121_501442	1645	No terminal repeats	2	11	0.9988	0.0010	1	1.7183	NA	NA
k121_241619	1833	No terminal repeats	4	11	0.9988	0.0010	2	2.5626	T_virB9;T_virB8	NA
k121_497538	20042	No terminal repeats	15	11	0.9988	0.0010	5	9.3073	T_virB11;T_virB9;T_virB8;T_virB5	NA
k121_124791	5254	No terminal repeats	8	11	0.9987	0.0010	2	1.5403	NA	NA
k121_158693	2053	No terminal repeats	3	11	0.9987	0.0010	1	1.7134	NA	NA
k121_3723	1908	No terminal repeats	4	11	0.9987	0.0010	1	3.4300	NA	NA
k121_619721	1016	No terminal repeats	2	11	0.9985	0.0011	1	1.7183	NA	NA
k121_667408	1125	No terminal repeats	2	11	0.9985	0.0011	2	2.5290	T_virB8;T_virB9	NA
k121_546490	2284	No terminal repeats	3	11	0.9985	0.0011	1	1.7183	NA	NA
k121_531253	1206	No terminal repeats	2	11	0.9984	0.0011	1	1.7183	NA	NA
k121_215790	1780	No terminal repeats	3	11	0.9983	0.0011	1	1.7183	NA	NA
k121_111113	20134	No terminal repeats	27	11	0.9983	0.0011	4	14.7052	T_virB1;MOBP1;T_virB3	NA
k121_633842	4493	No terminal repeats	7	11	0.9983	0.0011	3	3.0259	virb4;T_virB6	NA
k121_575162	1854	No terminal repeats	3	11	0.9983	0.0012	2	2.4653	F_traW;F_traU	NA
k121_168543	1148	No terminal repeats	3	11	0.9982	0.0012	1	3.2865	NA	NA
k121_493936	2170	No terminal repeats	6	11	0.9982	0.0012	2	3.4366	T_virB3;T_virB2	NA
k121_427592	1440	No terminal repeats	3	11	0.9979	0.0012	1	1.7183	NA	NA
k121_683399	1711	No terminal repeats	2	11	0.9979	0.0012	1	1.5207	NA	NA
