seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1132344	3855	No terminal repeats	4	11	0.9987	0.0013	3	5.4022	F_traG;F_traH;F_traF	NA
k121_1415052	3796	No terminal repeats	7	11	0.9985	0.0014	1	3.3895	NA	NA
k121_278507	2975	No terminal repeats	3	11	0.9983	0.0015	1	2.1731	NA	NA
k121_1115896	1284	No terminal repeats	2	11	0.9979	0.0016	2	2.6480	T_virB5;T_virB6	NA
k121_635917	1066	No terminal repeats	2	11	0.9978	0.0018	1	2.8615	F_trbC	NA
k121_224883	1242	No terminal repeats	3	11	0.9976	0.0019	2	2.9639	NA	NA
k121_534452	1275	No terminal repeats	2	11	0.9966	0.0021	2	2.3128	G_tfc7	NA
k121_801143	2047	No terminal repeats	3	11	0.9956	0.0024	1	2.7416	NA	NA
k121_1433326	1313	No terminal repeats	4	11	0.9887	0.0034	1	2.2753	NA	NA
k121_1110535	3155	No terminal repeats	6	11	0.9884	0.0042	1	2.5690	NA	NA
k121_803242	1610	No terminal repeats	4	11	0.9881	0.0049	1	3.2612	NA	NA
k121_216924	4659	No terminal repeats	6	11	0.9854	0.0057	1	1.5920	NA	NA
k121_1471267	3243	No terminal repeats	6	11	0.9751	0.0072	1	2.0618	NA	NA
k121_176366	3970	No terminal repeats	10	11	0.9741	0.0085	1	1.8509	NA	NA
k121_970083	1120	No terminal repeats	3	11	0.9578	0.0108	2	2.5463	F_traU;F_trbC	NA
k121_1284693	2081	No terminal repeats	3	11	0.9453	0.0135	1	2.5722	NA	NA
k121_629662	1925	No terminal repeats	2	11	0.9402	0.0162	2	2.4974	F_traN;F_traF	NA
k121_832925	2129	No terminal repeats	3	11	0.9239	0.0196	1	1.7919	NA	NA
k121_1491964	1108	No terminal repeats	4	11	0.9128	0.0231	1	2.7416	NA	NA
k121_902883	1657	No terminal repeats	4	11	0.9088	0.0265	4	5.1344	F_traE;F_traL	NA
k121_667489	2412	No terminal repeats	4	11	0.8457	0.0326	3	3.9311	F_traK;F_traE;F_traL	NA
k121_2047031	2371	No terminal repeats	3	11	0.8452	0.0382	1	2.9851	NA	NA
k121_1083382	2065	No terminal repeats	5	11	0.8029	0.0451	1	1.7894	NA	NA
