seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_4984	5058	No terminal repeats	8	11	0.9990	0.0010	2	4.2108	MOBV;MOBV	NA
k121_745564	1614	No terminal repeats	2	11	0.9990	0.0010	1	2.3378	NA	NA
k121_622806	6779	No terminal repeats	8	11	0.9990	0.0010	5	11.5155	F_traW;F_traU	NA
k121_1486258	3619	No terminal repeats	5	11	0.9990	0.0010	1	3.7344	NA	NA
k121_1846057	1417	No terminal repeats	2	11	0.9990	0.0010	2	3.2146	MOBP1	NA
k121_2253925	2893	DTR	5	11	0.9990	0.0010	1	3.3512	NA	NA
k121_228106	1733	No terminal repeats	4	11	0.9990	0.0010	1	5.1548	NA	NA
k121_1934007	1056	No terminal repeats	3	11	0.9990	0.0010	1	3.8989	NA	NA
k121_1794749	10055	No terminal repeats	12	11	0.9990	0.0010	7	14.7272	F_traK;F_traW;F_traU	NA
k121_645959	1147	No terminal repeats	2	11	0.9990	0.0010	1	3.4366	NA	NA
k121_1356200	3963	No terminal repeats	6	11	0.9989	0.0010	1	2.9810	NA	NA
k121_2107794	1600	No terminal repeats	3	11	0.9989	0.0010	2	2.1114	NA	NA
k121_288649	4522	No terminal repeats	6	11	0.9989	0.0010	3	5.4503	F_traW;F_traU	NA
k121_741982	1927	No terminal repeats	3	11	0.9989	0.0010	1	1.5432	NA	NA
k121_1239980	3589	No terminal repeats	3	11	0.9989	0.0010	1	3.0967	MOBP1	NA
k121_507527	2533	No terminal repeats	4	11	0.9989	0.0010	2	1.6218	NA	NA
k121_318281	1016	No terminal repeats	2	11	0.9989	0.0010	2	3.2146	MOBP1	NA
k121_1576691	5225	No terminal repeats	5	11	0.9989	0.0010	3	5.5098	MOBH;t4cp1	NA
k121_1840008	1019	No terminal repeats	1	11	0.9989	0.0011	1	1.7183	NA	NA
k121_1570097	1826	No terminal repeats	2	11	0.9989	0.0011	1	1.7183	MOBP1	NA
k121_1610981	2687	No terminal repeats	3	11	0.9989	0.0011	2	3.0558	F_traK;F_traB	NA
k121_143245	3794	No terminal repeats	6	11	0.9988	0.0011	1	3.4427	F_traG	NA
k121_631581	2305	No terminal repeats	5	11	0.9988	0.0011	3	4.9288	F_traL;F_traE	NA
k121_2002017	3989	No terminal repeats	6	11	0.9988	0.0011	1	6.2107	T_virB3	NA
k121_206867	1647	No terminal repeats	3	11	0.9988	0.0011	1	1.7183	T_virB3	NA
k121_693548	3222	No terminal repeats	4	11	0.9988	0.0011	3	3.5641	T_virB10;T_virB9;T_virB8	NA
k121_7553	1206	No terminal repeats	2	11	0.9988	0.0011	1	2.9354	F_traF	NA
k121_200214	1503	No terminal repeats	4	11	0.9988	0.0011	1	2.9074	NA	NA
k121_17738	1165	No terminal repeats	3	11	0.9988	0.0011	3	4.2284	F_traK;F_traE;F_traL	NA
k121_565775	2994	No terminal repeats	3	11	0.9988	0.0011	2	2.6107	F_trbC;F_traN	NA
k121_1552309	1636	No terminal repeats	2	11	0.9988	0.0011	2	3.1823	MOBP1	NA
k121_1757634	1616	No terminal repeats	3	11	0.9988	0.0011	2	2.5626	T_virB9;T_virB8	NA
k121_190754	1871	No terminal repeats	2	11	0.9988	0.0011	1	2.8615	F_trbC	NA
k121_2170243	2256	No terminal repeats	5	11	0.9988	0.0011	1	2.8726	F_traL	NA
k121_734912	4263	No terminal repeats	3	11	0.9988	0.0011	3	3.6934	F_traG;F_traH;F_traF	NA
k121_465386	24054	No terminal repeats	24	11	0.9988	0.0011	7	14.2909	T_virB11;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB2	NA
k121_1866135	1136	No terminal repeats	3	11	0.9987	0.0011	2	4.0041	NA	NA
k121_2061502	1665	No terminal repeats	3	11	0.9987	0.0011	3	3.8069	T_virB9;T_virB8;T_virB6	NA
k121_923841	1608	No terminal repeats	4	11	0.9987	0.0011	3	4.2284	F_traL;F_traE;F_traK	NA
k121_411331	9212	No terminal repeats	13	11	0.9987	0.0011	3	6.6733	F_traL;F_traE	NA
k121_168003	1631	No terminal repeats	3	11	0.9987	0.0011	1	2.7126	NA	NA
k121_710692	3307	No terminal repeats	4	11	0.9987	0.0011	2	2.7703	NA	NA
k121_378500	1101	No terminal repeats	2	11	0.9987	0.0011	2	2.5463	F_trbC;F_traU	NA
k121_1837262	1366	No terminal repeats	3	11	0.9986	0.0012	1	1.7056	MOBC	NA
k121_6968	2499	No terminal repeats	2	11	0.9986	0.0012	2	2.5282	F_traG;F_traH	NA
k121_2253831	5261	DTR	7	11	0.9986	0.0012	1	2.1474	NA	NA
k121_1804132	2812	No terminal repeats	3	11	0.9986	0.0012	3	4.4024	F_traK;F_traE	NA
k121_903336	1367	No terminal repeats	4	11	0.9986	0.0012	2	3.6917	F_traL;F_traE	NA
k121_1360092	1962	No terminal repeats	3	11	0.9986	0.0012	3	3.8095	virb4;T_virB3	NA
k121_377391	1359	No terminal repeats	3	11	0.9986	0.0012	2	4.4834	T_virB6	NA
k121_78886	1339	No terminal repeats	2	11	0.9985	0.0012	1	1.7145	NA	NA
k121_2229622	2565	No terminal repeats	5	11	0.9985	0.0012	1	2.5286	MOBQ	NA
k121_1289123	3517	No terminal repeats	5	11	0.9984	0.0012	1	2.6922	NA	NA
k121_969692	1553	No terminal repeats	3	11	0.9983	0.0012	2	2.5626	T_virB8;T_virB9	NA
k121_1111617	1750	No terminal repeats	1	11	0.9983	0.0012	1	1.7134	NA	NA
k121_25971	2172	No terminal repeats	3	11	0.9982	0.0012	2	3.4491	NA	NA
k121_1302508	1022	No terminal repeats	3	11	0.9982	0.0012	1	1.7183	NA	NA
k121_2142822	2796	No terminal repeats	4	11	0.9982	0.0013	1	2.0363	MOBQ	NA
k121_1439586	9812	No terminal repeats	12	11	0.9981	0.0013	1	6.6009	I_traW;I_traW	NA
k121_1181464	1119	No terminal repeats	2	11	0.9981	0.0013	1	1.7183	T_virB3	NA
k121_1373574	13143	No terminal repeats	16	11	0.9981	0.0013	3	3.4213	T_virB5;T_virB10;T_virB1	NA
k121_767745	1492	No terminal repeats	4	11	0.9980	0.0013	3	4.9288	F_traE;F_traL	NA
k121_1668103	2142	No terminal repeats	2	11	0.9980	0.0013	2	2.4668	F_traH;F_traG	NA
k121_1360786	1949	No terminal repeats	3	11	0.9979	0.0013	2	4.1371	F_traF;F_traH	NA
k121_579	2421	No terminal repeats	4	11	0.9979	0.0013	1	1.7183	NA	NA
k121_1027256	1659	No terminal repeats	2	11	0.9978	0.0013	1	2.0215	NA	NA
k121_1857575	1992	No terminal repeats	3	11	0.9978	0.0014	2	3.3668	MOBP1	NA
k121_810413	1016	No terminal repeats	2	11	0.9978	0.0014	1	2.1806	NA	NA
k121_1487251	1348	No terminal repeats	3	11	0.9978	0.0014	2	3.1992	F_traE;F_traK	NA
k121_1716258	2691	No terminal repeats	5	11	0.9977	0.0014	1	3.1793	T_virB10	NA
k121_2020636	1281	No terminal repeats	2	11	0.9977	0.0014	2	2.7797	T_virB6;T_virB5	NA
k121_940629	1020	No terminal repeats	2	11	0.9976	0.0014	2	2.7797	T_virB6;T_virB5	NA
k121_47639	1090	No terminal repeats	2	11	0.9975	0.0014	2	2.7797	T_virB6;T_virB5	NA
k121_703729	3942	No terminal repeats	4	11	0.9975	0.0015	3	4.4690	G_tfc22;G_tfc23;G_tfc24;virb4	NA
